Country Code,Country,Airport ICAO Code,Airport Name,Airport Latitude,Airport Longitude,Operation Type,Flights,Fuel LTO Cycle (kg)  ,NOx LTO Total mass (g),PM2.5 LTO Emission (g),HC LTO Total mass (g),CO LTO Total Mass (g)
AL,Albania,LATI,Tirana International Airport Mother Teresa,41.4147,19.7206,Commercial Passenger,24098,19232115,272499014,1602791,15647594,199443350
AL,Albania,LATI,Tirana International Airport Mother Teresa,41.4147,19.7206,Commercial Freighter,103,20442,184325,8839,3690,279444
AL,Albania,LATI,Tirana International Airport Mother Teresa,41.4147,19.7206,General Aviation,298,55841,771033,5760,99714,2652469
DZ,Algeria,DAAG,Houari Boumediene Airport,36.693886,3.214531,Commercial Passenger,24714,22265731,299239140,1532942,27200731,238285202
DZ,Algeria,DAAG,Houari Boumediene Airport,36.693886,3.214531,Commercial Freighter,1980,1760162,20542408,93726,1729383,23063295
DZ,Algeria,DAAG,Houari Boumediene Airport,36.693886,3.214531,General Aviation,1167,706795,7256336,89820,1199217,7880147
AR,Argentina,SABE,Jorge Newbery Airpark,-34.5592,-58.4156,Commercial Passenger,48688,35845686,449965994,2054762,48559416,444276080
AR,Argentina,SABE,Jorge Newbery Airpark,-34.5592,-58.4156,General Aviation,2549,1487272,13977323,76555,3118660,31276949
AR,Argentina,SAEZ,Minister Pistarini International Airport,-34.8222,-58.5358,Commercial Passenger,30051,36264406,592470239,2118669,31287238,329282944
AR,Argentina,SAEZ,Minister Pistarini International Airport,-34.8222,-58.5358,Commercial Freighter,1858,3667610,59324115,183507,5747963,39953887
AR,Argentina,SAEZ,Minister Pistarini International Airport,-34.8222,-58.5358,General Aviation,700,449619,5872733,30364,682472,7806937
AU,Australia,YPAD,Adelaide International Airport,-34.947512,138.533393,Commercial Passenger,46521,26520793,332881162,2585667,50718849,436986514
AU,Australia,YPAD,Adelaide International Airport,-34.947512,138.533393,Commercial Freighter,1124,805189,7853391,57225,1337341,11882614
AU,Australia,YPAD,Adelaide International Airport,-34.947512,138.533393,General Aviation,1886,102438,914253,23396,991923,19998239
AU,Australia,YPPF,Adelaide Parafield Airport,-34.793300628699996,138.632995605,Commercial Passenger,46,5527,47735,2813,25469,213423
AU,Australia,YPPF,Adelaide Parafield Airport,-34.793300628699996,138.632995605,General Aviation,31133,247127,1031145,28658,4981644,206216660
AU,Australia,YBBN,Brisbane International Airport,-27.384199142456055,153.11700439453125,Commercial Passenger,96237,68244763,842066541,6065034,120369083,925422360
AU,Australia,YBBN,Brisbane International Airport,-27.384199142456055,153.11700439453125,Commercial Freighter,2982,2256016,25379237,246474,2759735,28961341
AU,Australia,YBBN,Brisbane International Airport,-27.384199142456055,153.11700439453125,General Aviation,1797,542026,6689980,90577,1832194,16118993
AU,Australia,YBCS,Cairns International Airport,-16.885799408,145.755004883,Commercial Passenger,26151,12902833,160693883,1675695,22296974,173510255
AU,Australia,YBCS,Cairns International Airport,-16.885799408,145.755004883,Commercial Freighter,689,478702,5776428,73119,463355,5564427
AU,Australia,YBCS,Cairns International Airport,-16.885799408,145.755004883,General Aviation,5899,649165,5800017,154975,2712172,81754739
AU,Australia,YSCB,Canberra International Airport,-35.3069,149.195007,Commercial Passenger,20987,9939618,98462972,1345901,15409660,180285906
AU,Australia,YSCB,Canberra International Airport,-35.3069,149.195007,Commercial Freighter,3,5074,71040,424,3434,40330
AU,Australia,YSCB,Canberra International Airport,-35.3069,149.195007,General Aviation,4237,66586,259167,15145,830900,34766188
AU,Australia,YPDN,Darwin International Airport / RAAF Darwin,-12.41497,130.88185,Commercial Passenger,19434,7186350,81383335,1096471,15297824,124373316
AU,Australia,YPDN,Darwin International Airport / RAAF Darwin,-12.41497,130.88185,Commercial Freighter,231,224751,2530420,10968,227714,2674350
AU,Australia,YPDN,Darwin International Airport / RAAF Darwin,-12.41497,130.88185,General Aviation,9754,351823,993431,96393,3848238,199196687
AU,Australia,YBCG,Gold Coast Airport,-28.165962,153.506641,Commercial Passenger,20529,16147591,220080500,1135153,20639936,188170207
AU,Australia,YBCG,Gold Coast Airport,-28.165962,153.506641,Commercial Freighter,197,115692,827340,10808,271324,2205880
AU,Australia,YBCG,Gold Coast Airport,-28.165962,153.506641,General Aviation,9060,168596,779354,38106,2662980,108434454
AU,Australia,YMML,Melbourne International Airport,-37.673302,144.843002,Commercial Passenger,111931,103996841,1527122657,7033354,119586147,1176083494
AU,Australia,YMML,Melbourne International Airport,-37.673302,144.843002,Commercial Freighter,5306,5938090,78573282,407887,7480120,68939498
AU,Australia,YMML,Melbourne International Airport,-37.673302,144.843002,General Aviation,518,422989,6608751,33401,426270,5879430
AU,Australia,YMMB,Melbourne Moorabbin Airport,-37.975799560546875,145.1020050048828,Commercial Passenger,2500,147554,644365,157161,2461992,8989899
AU,Australia,YMMB,Melbourne Moorabbin Airport,-37.975799560546875,145.1020050048828,General Aviation,36014,380587,1093667,60764,7478545,317742827
AU,Australia,YWLM,Newcastle Airport,-32.79499816894531,151.83399963378906,Commercial Passenger,9382,4245725,49401802,683104,7409976,72809414
AU,Australia,YWLM,Newcastle Airport,-32.79499816894531,151.83399963378906,Commercial Freighter,3,10440,153084,466,6280,77836
AU,Australia,YWLM,Newcastle Airport,-32.79499816894531,151.83399963378906,General Aviation,808,35399,148302,11201,215237,8822084
AU,Australia,YPPH,Perth International Airport,-31.94029998779297,115.96700286865234,Commercial Passenger,69912,56952654,762647813,5177933,71746437,680751017
AU,Australia,YPPH,Perth International Airport,-31.94029998779297,115.96700286865234,Commercial Freighter,849,797731,11056051,102794,576147,6737972
AU,Australia,YPPH,Perth International Airport,-31.94029998779297,115.96700286865234,General Aviation,2515,488800,5470332,145146,1437006,21630380
AU,Australia,YPJT,Perth Jandakot Airport,-32.09749984741211,115.88099670410156,Commercial Passenger,6521,477557,2400222,336426,9119615,30640637
AU,Australia,YPJT,Perth Jandakot Airport,-32.09749984741211,115.88099670410156,General Aviation,26939,407618,1046489,144813,5689870,229673688
AU,Australia,YSBK,Sydney Bankstown Airport,-33.923618,150.990792,Commercial Passenger,3382,233063,941830,238574,1995335,12832409
AU,Australia,YSBK,Sydney Bankstown Airport,-33.923618,150.990792,Commercial Freighter,27,15444,109836,1187,37908,301968
AU,Australia,YSBK,Sydney Bankstown Airport,-33.923618,150.990792,General Aviation,27476,393943,1533470,75628,6624985,273972820
AU,Australia,YSSY,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,Commercial Passenger,145479,129149993,1943920473,10604575,165665318,1534685529
AU,Australia,YSSY,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,Commercial Freighter,6324,9917514,162312083,476028,10534013,108513777
AU,Australia,YSSY,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,General Aviation,4238,1155387,16546354,192631,1369077,40031896
AT,Austria,LOWW,Vienna International Airport,48.110298,16.5697,Commercial Passenger,108839,95147878,1402103124,5876431,122286151,1202483197
AT,Austria,LOWW,Vienna International Airport,48.110298,16.5697,Commercial Freighter,2193,4429354,67822857,231815,3259285,41246268
AT,Austria,LOWW,Vienna International Airport,48.110298,16.5697,General Aviation,2165,946513,13285199,148308,1230701,25057962
AZ,Azerbaijan,UBBB,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,Commercial Passenger,24282,19971854,260759519,1354587,24282994,244600725
AZ,Azerbaijan,UBBB,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,Commercial Freighter,5543,17074698,238158113,1066369,13832232,146861821
AZ,Azerbaijan,UBBB,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,General Aviation,291,245205,3208395,16739,332491,2922419
BS,Bahamas (the),MYNN,Lynden Pindling International Airport,25.039,-77.466202,Commercial Passenger,32432,14968312,199105007,2029842,23042551,199117124
BS,Bahamas (the),MYNN,Lynden Pindling International Airport,25.039,-77.466202,Commercial Freighter,939,171044,939347,82841,197545,9410555
BS,Bahamas (the),MYNN,Lynden Pindling International Airport,25.039,-77.466202,General Aviation,16960,849946,5685379,235185,6750003,277771226
BH,Bahrain,OBBI,Bahrain International Airport,26.267295,50.63764,Commercial Passenger,36848,36847128,629901036,2378155,25037783,330318251
BH,Bahrain,OBBI,Bahrain International Airport,26.267295,50.63764,Commercial Freighter,7445,13059110,204736474,688421,14958803,123423298
BH,Bahrain,OBBI,Bahrain International Airport,26.267295,50.63764,General Aviation,355,222561,3664282,20075,166814,3315015
BD,Bangladesh,VGHS,Hazrat Shahjalal International Airport,23.843347,90.397783,Commercial Passenger,44399,40533484,702662884,3143003,43172579,430602446
BD,Bangladesh,VGHS,Hazrat Shahjalal International Airport,23.843347,90.397783,Commercial Freighter,1897,3084953,46017922,206136,3649298,31447275
BD,Bangladesh,VGHS,Hazrat Shahjalal International Airport,23.843347,90.397783,General Aviation,879,387390,5619902,67148,810105,4859205
BE,Belgium,EBBR,Brussels Airport,50.901402,4.48444,Commercial Passenger,80641,72705916,1064412792,4125908,98119717,836252540
BE,Belgium,EBBR,Brussels Airport,50.901402,4.48444,Commercial Freighter,9543,16874426,269135914,961674,15020832,162695339
BE,Belgium,EBBR,Brussels Airport,50.901402,4.48444,General Aviation,1079,951200,14972509,69405,1363774,12404436
BE,Belgium,EBCI,Brussels South Charleroi Airport,50.460982,4.457158,Commercial Passenger,29268,20204416,236750275,1217132,28468107,245357720
BE,Belgium,EBCI,Brussels South Charleroi Airport,50.460982,4.457158,Commercial Freighter,4,246,1664,349,33535,21037
BE,Belgium,EBCI,Brussels South Charleroi Airport,50.460982,4.457158,General Aviation,4013,56878,469626,6968,694477,24807906
BO,Bolivia (Plurinational State of),SLZC,San Carlos Airport,-17.427798,-63.674953,Commercial Passenger,1,688,6944,39,1098,9132
BO,Bolivia (Plurinational State of),SLZC,San Carlos Airport,-17.427798,-63.674953,Commercial Freighter,1,2307,35652,142,2364,20589
BO,Bolivia (Plurinational State of),SLZC,San Carlos Airport,-17.427798,-63.674953,General Aviation,13,405,914,9,4987,332587
BR,Brazil,SBCT,Afonso Pena Airport,-25.5285,-49.1758,Commercial Passenger,21809,14552089,184884741,1290846,16283461,181683930
BR,Brazil,SBCT,Afonso Pena Airport,-25.5285,-49.1758,Commercial Freighter,417,851332,13644328,39625,1118970,8974624
BR,Brazil,SBCT,Afonso Pena Airport,-25.5285,-49.1758,General Aviation,381,112515,1061314,14422,189912,3694109
BR,Brazil,SBSP,Congonhas Airport,-23.627657,-46.654601,Commercial Passenger,83728,61381144,811985961,4687784,69683091,711337511
BR,Brazil,SBSP,Congonhas Airport,-23.627657,-46.654601,Commercial Freighter,2,2292,24103,361,5351,16507
BR,Brazil,SBSP,Congonhas Airport,-23.627657,-46.654601,General Aviation,2107,809873,8886170,144533,1051257,22710720
BR,Brazil,SBSV,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,Commercial Passenger,24247,17915856,246595843,1271451,15990830,187665182
BR,Brazil,SBSV,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,Commercial Freighter,423,364202,3893378,18770,432884,5183268
BR,Brazil,SBSV,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,General Aviation,432,138563,1345786,22108,203067,4692093
BR,Brazil,SBGR,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,Commercial Passenger,119869,124032871,2061301471,8301592,93805015,1168727656
BR,Brazil,SBGR,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,Commercial Freighter,5258,7618502,119686045,381745,9483023,88937767
BR,Brazil,SBGR,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,General Aviation,1408,1225199,19458978,103323,1335248,17449982
BR,Brazil,SBBR,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,Commercial Passenger,52288,40438929,578745682,3094569,37296175,425806519
BR,Brazil,SBBR,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,Commercial Freighter,1039,892750,9877998,51144,913162,12012988
BR,Brazil,SBBR,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,General Aviation,1041,294928,3559145,37159,426328,9571796
BR,Brazil,SBRF,Recife/Guararapes - Gilberto Freyre International Airport,-8.125984,-34.923316,Commercial Passenger,34461,20448755,282492677,1722809,9770338,203667964
BR,Brazil,SBRF,Recife/Guararapes - Gilberto Freyre International Airport,-8.125984,-34.923316,Commercial Freighter,739,790787,11130771,45888,1307531,10295329
BR,Brazil,SBRF,Recife/Guararapes - Gilberto Freyre International Airport,-8.125984,-34.923316,General Aviation,789,268404,2757925,29783,343668,9181297
BR,Brazil,SBGL,Rio Galeão – Tom Jobim International Airport,-22.809999,-43.250557,Commercial Passenger,24929,23654505,381602855,1366164,21718891,236387650
BR,Brazil,SBGL,Rio Galeão – Tom Jobim International Airport,-22.809999,-43.250557,Commercial Freighter,549,668497,8347474,34215,1118623,8277884
BR,Brazil,SBGL,Rio Galeão – Tom Jobim International Airport,-22.809999,-43.250557,General Aviation,252,158591,2462505,16622,179038,3119858
BR,Brazil,SBPA,Salgado Filho International Airport,-29.994712,-51.166592,Commercial Passenger,27162,19231542,260886813,1411530,16567565,209266085
BR,Brazil,SBPA,Salgado Filho International Airport,-29.994712,-51.166592,Commercial Freighter,252,250033,3195031,16983,392192,3169028
BR,Brazil,SBPA,Salgado Filho International Airport,-29.994712,-51.166592,General Aviation,575,88667,1019596,11015,226374,5140191
BR,Brazil,SBRJ,Santos Dumont Airport,-22.9105,-43.163101,Commercial Passenger,44989,32057878,353030650,3084951,30275910,374709541
BR,Brazil,SBRJ,Santos Dumont Airport,-22.9105,-43.163101,Commercial Freighter,2,1586,14846,70,1688,25980
BR,Brazil,SBRJ,Santos Dumont Airport,-22.9105,-43.163101,General Aviation,1472,400500,3391162,65503,665738,17441920
BR,Brazil,SBCF,Tancredo Neves International Airport,-19.63571,-43.966928,Commercial Passenger,39404,24920478,304061221,1949841,24687411,312996583
BR,Brazil,SBCF,Tancredo Neves International Airport,-19.63571,-43.966928,Commercial Freighter,622,512708,5149202,24628,572896,7721916
BR,Brazil,SBCF,Tancredo Neves International Airport,-19.63571,-43.966928,General Aviation,1212,453017,4658683,69091,548542,7480897
BR,Brazil,SBKP,Viracopos International Airport,-23.007404,-47.134502,Commercial Passenger,50690,29590297,365012154,2243956,26648687,391345902
BR,Brazil,SBKP,Viracopos International Airport,-23.007404,-47.134502,Commercial Freighter,5066,8874152,133951584,409864,12136521,97850236
BR,Brazil,SBKP,Viracopos International Airport,-23.007404,-47.134502,General Aviation,1094,622367,6142565,37385,1056304,12600426
BG,Bulgaria,LBSF,Sofia Airport,42.696357,23.417671,Commercial Passenger,26483,21070787,301134784,1639817,24687197,232193581
BG,Bulgaria,LBSF,Sofia Airport,42.696357,23.417671,Commercial Freighter,993,850940,10553385,104967,717622,8372963
BG,Bulgaria,LBSF,Sofia Airport,42.696357,23.417671,General Aviation,430,196999,2330768,24979,211478,3378133
CA,Canada,CYTZ,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,Commercial Passenger,22375,5400749,50760046,1905940,30637344,74422341
CA,Canada,CYTZ,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,General Aviation,2616,86737,641809,30934,953810,23442988
CA,Canada,CYYC,Calgary International Airport,51.118822,-114.009933,Commercial Passenger,82737,52706156,739082156,4784799,77666745,581843412
CA,Canada,CYYC,Calgary International Airport,51.118822,-114.009933,Commercial Freighter,4433,5229180,66332625,545521,5002049,48692553
CA,Canada,CYYC,Calgary International Airport,51.118822,-114.009933,General Aviation,3423,633290,5464417,196089,1404845,34023530
CA,Canada,CYEG,Edmonton International Airport,53.3097,-113.580002,Commercial Passenger,43926,22836905,294118853,2469113,41501529,291184231
CA,Canada,CYEG,Edmonton International Airport,53.3097,-113.580002,Commercial Freighter,1734,2429887,30939457,204886,2159524,23592167
CA,Canada,CYEG,Edmonton International Airport,53.3097,-113.580002,General Aviation,4973,311310,2556034,87114,1895776,39537638
CA,Canada,CYUL,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,Commercial Passenger,91371,75300350,1162614570,4869969,74029172,741856636
CA,Canada,CYUL,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,Commercial Freighter,308,220958,1901526,15374,629540,4327021
CA,Canada,CYUL,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,General Aviation,1615,528641,7791088,60678,1017932,15380581
CA,Canada,CYOW,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,Commercial Passenger,27073,13131489,166288899,1397870,22931149,148141584
CA,Canada,CYOW,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,Commercial Freighter,764,1118783,14969032,81570,1035449,10488358
CA,Canada,CYOW,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,General Aviation,1028,90257,849205,18741,355060,9235055
CA,Canada,CYYZ,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,Commercial Passenger,173713,151871017,2405570658,7491221,127085058,1471815641
CA,Canada,CYYZ,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,Commercial Freighter,4944,9638255,144188114,603530,6815645,86993023
CA,Canada,CYYZ,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,General Aviation,6314,1588762,26080089,91380,2070307,55970233
CA,Canada,CYVR,Vancouver International Airport,49.193901062,-123.183998108,Commercial Passenger,107212,78158814,1295829963,6284623,102067046,825396453
CA,Canada,CYVR,Vancouver International Airport,49.193901062,-123.183998108,Commercial Freighter,3445,5410656,77747029,407473,5935517,51099557
CA,Canada,CYVR,Vancouver International Airport,49.193901062,-123.183998108,General Aviation,13106,1869382,18078782,648761,6269370,132604364
CA,Canada,CYYJ,Victoria International Airport,48.647201,-123.427792,Commercial Passenger,11742,4380061,52030679,745385,11158726,65215969
CA,Canada,CYYJ,Victoria International Airport,48.647201,-123.427792,General Aviation,11370,779601,4044407,359692,3817404,83615326
CA,Canada,CYWG,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816,Commercial Passenger,31940,13907504,182732079,2074105,25024829,183019526
CA,Canada,CYWG,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816,Commercial Freighter,4341,5050243,63367935,566479,4614490,48242686
CA,Canada,CYWG,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816,General Aviation,1754,178706,1060147,95259,1098361,14495879
CL,Chile,SCEL,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,Commercial Passenger,69892,65417834,1005979395,3764528,40442159,616400179
CL,Chile,SCEL,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,Commercial Freighter,3408,7763621,123726459,350453,10829728,81060138
CL,Chile,SCEL,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,General Aviation,1389,1263361,21204432,89726,655459,12904036
CN,China,ZBAA,Beijing Capital International Airport,40.080101013183594,116.58499908447266,Commercial Passenger,179218,229177864,3753000585,13623809,204088951,2333479265
CN,China,ZBAA,Beijing Capital International Airport,40.080101013183594,116.58499908447266,Commercial Freighter,5228,9052892,145806929,644508,7765849,93326594
CN,China,ZBAA,Beijing Capital International Airport,40.080101013183594,116.58499908447266,General Aviation,2019,1393084,23186384,89674,2254909,22783444
CN,China,ZBAD,Beijing Daxing International Airport,39.509945,116.41092,Commercial Passenger,143586,142654290,2070328841,10607176,135898036,1432966147
CN,China,ZBAD,Beijing Daxing International Airport,39.509945,116.41092,Commercial Freighter,1476,1304748,14882074,90391,1012086,15384144
CN,China,ZBAD,Beijing Daxing International Airport,39.509945,116.41092,General Aviation,603,684325,10652020,45618,687187,7046168
CN,China,ZYCC,Changchun Longjia International Airport,43.996201,125.684998,Commercial Passenger,54193,46034898,656665422,3623000,44781924,485361610
CN,China,ZYCC,Changchun Longjia International Airport,43.996201,125.684998,Commercial Freighter,268,335478,3896874,41447,91162,3035020
CN,China,ZYCC,Changchun Longjia International Airport,43.996201,125.684998,General Aviation,140,120849,1735980,9367,121214,1284932
CN,China,ZGHA,Changsha Huanghua International Airport,28.189199,113.220001,Commercial Passenger,97389,81006098,1097868985,5850284,84263177,892294463
CN,China,ZGHA,Changsha Huanghua International Airport,28.189199,113.220001,Commercial Freighter,1644,2398970,35455432,194053,1712142,24540369
CN,China,ZGHA,Changsha Huanghua International Airport,28.189199,113.220001,General Aviation,316,262473,3543862,17546,288215,3032829
CN,China,ZUUU,Chengdu Shuangliu International Airport,30.558257,103.945966,Commercial Passenger,98274,114815363,1827054662,8118834,87490070,1131085070
CN,China,ZUUU,Chengdu Shuangliu International Airport,30.558257,103.945966,Commercial Freighter,3829,7598250,117470370,415138,5287982,67205423
CN,China,ZUUU,Chengdu Shuangliu International Airport,30.558257,103.945966,General Aviation,2277,557864,7820553,64459,634071,16702259
CN,China,ZUTF,Chengdu Tianfu International Airport,30.31252,104.441284,Commercial Passenger,162278,143113047,1997364344,10047600,131621158,1508213913
CN,China,ZUTF,Chengdu Tianfu International Airport,30.31252,104.441284,Commercial Freighter,620,1343444,21882802,68874,1296344,13139022
CN,China,ZUTF,Chengdu Tianfu International Airport,30.31252,104.441284,General Aviation,839,734808,10007793,84102,532602,7267918
CN,China,ZUCK,Chongqing Jiangbei International Airport,29.712254,106.651895,Commercial Passenger,153104,134993379,1913694837,9970730,123684560,1389543649
CN,China,ZUCK,Chongqing Jiangbei International Airport,29.712254,106.651895,Commercial Freighter,2289,4990326,77867070,261120,3094003,44018338
CN,China,ZUCK,Chongqing Jiangbei International Airport,29.712254,106.651895,General Aviation,743,647081,8742408,79037,424069,5982819
CN,China,ZYTL,Dalian Zhoushuizi International Airport,38.965698,121.539001,Commercial Passenger,62147,52295471,716060172,4615099,82448251,586156351
CN,China,ZYTL,Dalian Zhoushuizi International Airport,38.965698,121.539001,Commercial Freighter,1159,1472893,18539339,93050,1897076,17442998
CN,China,ZYTL,Dalian Zhoushuizi International Airport,38.965698,121.539001,General Aviation,197,152976,2063751,13137,219142,1749199
CN,China,ZSFZ,Fuzhou Changle International Airport,25.934669,119.66318,Commercial Passenger,48311,37478943,469454869,2278499,43902481,434993020
CN,China,ZSFZ,Fuzhou Changle International Airport,25.934669,119.66318,Commercial Freighter,588,569665,5984442,29350,519078,7900506
CN,China,ZSFZ,Fuzhou Changle International Airport,25.934669,119.66318,General Aviation,220,161178,2118625,12288,170084,2014808
CN,China,ZUGH,Guanghan Airport,30.9485,104.3296,Commercial Passenger,117,53044,728455,9454,69073,973439
CN,China,ZUGH,Guanghan Airport,30.9485,104.3296,Commercial Freighter,4,12928,216044,1584,20180,136872
CN,China,ZUGH,Guanghan Airport,30.9485,104.3296,General Aviation,33949,237296,1115462,24112,5013208,208374384
CN,China,ZGGG,Guangzhou Baiyun International Airport,23.392401,113.299004,Commercial Passenger,208755,225290373,3584098104,13114526,206626268,2313664113
CN,China,ZGGG,Guangzhou Baiyun International Airport,23.392401,113.299004,Commercial Freighter,12686,25730594,477625188,1160365,27060277,264850248
CN,China,ZGGG,Guangzhou Baiyun International Airport,23.392401,113.299004,General Aviation,1633,1767157,28436079,101643,1841275,19014002
CN,China,ZUGY,Guiyang Longdongbao International Airport,26.541466,106.803331,Commercial Passenger,68776,51273471,628888831,3229058,60422800,608110435
CN,China,ZUGY,Guiyang Longdongbao International Airport,26.541466,106.803331,Commercial Freighter,261,350788,3975870,46936,51904,3115336
CN,China,ZUGY,Guiyang Longdongbao International Airport,26.541466,106.803331,General Aviation,359,260178,3266287,17239,227779,2954803
CN,China,ZJHK,Haikou Meilan International Airport,19.9349,110.459,Commercial Passenger,84182,74108452,1048958655,5028795,79330323,801599463
CN,China,ZJHK,Haikou Meilan International Airport,19.9349,110.459,Commercial Freighter,362,378338,4648287,24186,356410,4463065
CN,China,ZJHK,Haikou Meilan International Airport,19.9349,110.459,General Aviation,216,179080,2493455,11348,202936,2033015
CN,China,ZSHC,Hangzhou Xiaoshan International Airport,30.23609,120.428865,Commercial Passenger,135692,126296243,1823218768,9701172,111620197,1270118186
CN,China,ZSHC,Hangzhou Xiaoshan International Airport,30.23609,120.428865,Commercial Freighter,11641,16771836,221106478,1474213,15036519,172508176
CN,China,ZSHC,Hangzhou Xiaoshan International Airport,30.23609,120.428865,General Aviation,550,466153,6667995,41415,394597,5260753
CN,China,ZYHB,Harbin Taiping International Airport,45.623402,126.25,Commercial Passenger,72617,60385648,837484763,4318135,62444921,667884465
CN,China,ZYHB,Harbin Taiping International Airport,45.623402,126.25,Commercial Freighter,511,645450,8050818,69899,258228,6139457
CN,China,ZYHB,Harbin Taiping International Airport,45.623402,126.25,General Aviation,102,77515,1062318,5430,84654,984148
CN,China,ZSOF,Hefei Xinqiao International Airport,31.98779,116.9769,Commercial Passenger,41037,33584754,465748093,2384932,39243022,384709910
CN,China,ZSOF,Hefei Xinqiao International Airport,31.98779,116.9769,Commercial Freighter,561,936226,12593120,46298,755416,8479048
CN,China,ZSOF,Hefei Xinqiao International Airport,31.98779,116.9769,General Aviation,244,191498,2638756,16083,197941,2255115
CN,China,ZBHH,Hohhot Baita International Airport,40.849658,111.824598,Commercial Passenger,48968,34726589,410090446,2128794,51337949,482232281
CN,China,ZBHH,Hohhot Baita International Airport,40.849658,111.824598,Commercial Freighter,590,572456,6925438,44447,375588,6129984
CN,China,ZBHH,Hohhot Baita International Airport,40.849658,111.824598,General Aviation,238,164814,1948373,10133,239406,2236222
CN,China,ZGOW,Jieyang Chaoshan International Airport,23.552,116.5033,Commercial Passenger,29568,22154998,272604671,1445594,33096120,301451769
CN,China,ZGOW,Jieyang Chaoshan International Airport,23.552,116.5033,Commercial Freighter,181,152894,1530058,7377,123066,2175466
CN,China,ZGOW,Jieyang Chaoshan International Airport,23.552,116.5033,General Aviation,147,116898,1535399,9916,133385,1357542
CN,China,ZSJN,Jinan Yaoqiang International Airport,36.857201,117.216003,Commercial Passenger,65676,49866234,625574139,3167731,58915230,581882647
CN,China,ZSJN,Jinan Yaoqiang International Airport,36.857201,117.216003,Commercial Freighter,916,1513012,19913610,90506,889722,13910792
CN,China,ZSJN,Jinan Yaoqiang International Airport,36.857201,117.216003,General Aviation,286,212964,2762982,14693,250166,2521664
CN,China,ZPPP,Kunming Changshui International Airport,25.110313,102.936743,Commercial Passenger,152556,125678910,1627901120,7569773,133626867,1458566590
CN,China,ZPPP,Kunming Changshui International Airport,25.110313,102.936743,Commercial Freighter,1140,1413114,17679403,146137,1481085,14949147
CN,China,ZPPP,Kunming Changshui International Airport,25.110313,102.936743,General Aviation,1387,1190199,15985005,74511,1149864,13455969
CN,China,ZLLL,Lanzhou Zhongchuan International Airport,36.515202,103.620003,Commercial Passenger,53474,43204512,589393371,2551196,43713903,483912797
CN,China,ZLLL,Lanzhou Zhongchuan International Airport,36.515202,103.620003,Commercial Freighter,590,724302,8692612,91695,349816,6617408
CN,China,ZLLL,Lanzhou Zhongchuan International Airport,36.515202,103.620003,General Aviation,317,252059,3487470,15715,262249,3066385
CN,China,ZPLJ,Lijiang Sanyi International Airport,26.68,100.246002,Commercial Passenger,26225,22030236,305817599,1673548,20602007,243293692
CN,China,ZPLJ,Lijiang Sanyi International Airport,26.68,100.246002,General Aviation,376,311377,4490959,23101,313088,3529456
CN,China,ZHLY,Luoyang Beijiao Airport,34.7411,112.388,Commercial Passenger,5669,4364058,54425063,322866,5166198,54084374
CN,China,ZHLY,Luoyang Beijiao Airport,34.7411,112.388,General Aviation,44565,329643,1498942,32276,6961136,289881666
CN,China,ZUMY,Mianyang Nanjiao Airport,31.428101,104.740997,Commercial Passenger,12710,9969793,126169653,667206,11538704,119015747
CN,China,ZUMY,Mianyang Nanjiao Airport,31.428101,104.740997,General Aviation,37680,349382,2104985,36219,5947914,247785059
